ENSMUSG00000000001,1,1,1,1,0.872005003203276,0.322994677021226,0.0469169179185483,1
ENSMUSG00000000003,1,1,1,1,1,1,1,1
ENSMUSG00000000028,1,0.593066811169186,1,1,0.713396634269403,0.393209671653975,0.421236207294792,1
ENSMUSG00000000031,0.829307915457335,0.887534688859752,1,1,0.269506624099172,0.659789112549315,0.971681815414673,1
ENSMUSG00000000037,0.845316902056155,1,1,1,0.427666609460335,0.492953080172691,0.491225128338423,1
ENSMUSG00000000049,1,0.641063099196061,1,1,0.884607831013521,0.402598001891778,0.889191255923198,1
ENSMUSG00000000056,0.62218171059208,1,1,1,0.166172461824291,1,1,1
ENSMUSG00000000058,1,0.721944509758617,1,1,0.3332200199083,0.0852104046987424,0.0439648203799031,1
ENSMUSG00000000078,0.638366233206146,0.720598248444333,1,1,0.39901327321343,1,0.121289927094498,1
ENSMUSG00000000085,1,0.764186252329061,1,1,0.645591500848725,0.852672453009648,0.966592068831245,1
ENSMUSG00000000088,0.3177712782095,1,1,1,0.79116116426324,1,0.410511788284164,1
ENSMUSG00000000093,0.887846504389102,0.997865909250963,1,1,0.510914650302888,0.385138674193162,0.14564915036409,1
ENSMUSG00000000094,0.749960466468898,0.802619541053196,1,1,0.520166324623563,0.248698509475367,0.0129343989015074,1
ENSMUSG00000000103,1,1,1,1,1,1,1,1
ENSMUSG00000000120,0.871524047801071,0.185049697704881,1,1,1,0.217360010452078,0.559946356056385,1
ENSMUSG00000000125,0.890270043780697,0.838538036558735,1,1,0.163903040374391,0.171776252686774,0.245985301843674,1
ENSMUSG00000000126,1,0.937330074853004,1,1,1,1,0.510346020581997,0.562996747070107
ENSMUSG00000000127,1,0.518629179991058,1,1,0.912900240644545,1,0.140744151520336,1
ENSMUSG00000000131,1,1,1,1,1,0.242423077236893,0.105850458605139,1
ENSMUSG00000000134,0.671146727773281,0.897507039478189,1,1,1,4.97900244845447e-07,0.962222134996073,1
ENSMUSG00000000142,0.477078780233069,1,1,1,0.553799959482581,0.00448342638552761,1,1
ENSMUSG00000000148,1,0.729569449008559,1,1,0.516794134346894,0.721986632272534,0.0271179893091586,1
ENSMUSG00000000149,0.745423834756631,0.518629179991058,1,1,0.073076869523895,0.873767852139464,0.523645106223734,1
ENSMUSG00000000154,0.984836748906379,1,1,1,1,0.873767852139464,0.171189744953959,1
ENSMUSG00000000157,0.774428365524582,0.78030932194725,1,1,0.632939204253923,0.808563360391856,0.084534888096763,1
ENSMUSG00000000159,0.687256009452046,0.677340504178652,1,1,0.59049696961001,0.46733983974231,0.000335132715065726,1
ENSMUSG00000000167,0.684978284207364,1,1,1,1,0.11096075665421,1,1
ENSMUSG00000000168,1,0.66288271915792,1,1,1,0.0373006263595278,0.778705857599515,1
ENSMUSG00000000171,0.619294991621567,0.819236324268533,1,1,0.500694692634986,0.995386406884546,0.516592622421681,1
